,Unnamed: 0,date2,hour,Daily Weight count,blob_sent_hourly mean,vader_sent_hourly mean,day n hour,tweet dir,vsent dir,bsent dir,bsent movement,tweet movement,vsent movement,vesent movement,Close,5hr MA,price dir,movement,date2,month,hour
3262,3262,2019-05-21,13,1549,0.09763423731,0.1671927868,2019-05-21-13.0,273,-0.04840308887,-0.0201679078,0,1,1,0,7895.06,7887.284,-0.51,0,2019-05-21,5,1
3263,3263,2019-05-21,14,1680,0.0746217224,0.1728914871,2019-05-21-14.0,131,0.005698700303,-0.02301251491,0,1,1,0,7900.8,7880.132,-7.152,0,2019-05-21,5,2
3264,3264,2019-05-21,15,1558,0.07318251878,0.1588156878,2019-05-21-15.0,-122,-0.0140757993,-0.001439203626,0,0,1,0,7890.49,7880.186,0.054,1,2019-05-21,5,3
3265,3265,2019-05-21,16,1497,0.09120178829,0.1742985321,2019-05-21-16.0,-61,0.01548284432,0.01801926951,0,0,1,0,7875.76,7885.664,5.478,1,2019-05-21,5,4
3266,3266,2019-05-21,17,1336,0.09073154955,0.1590360366,2019-05-21-17.0,-161,-0.01526249556,-0.0004702387363,0,0,1,0,7962.55,7904.932,19.268,1,2019-05-21,5,5
3267,3267,2019-05-21,18,1332,0.087635258,0.1376851368,2019-05-21-18.0,-4,-0.0213508998,-0.003096291555,0,0,1,0,7971.56,7920.232,15.3,1,2019-05-21,5,6
3268,3268,2019-05-21,19,1271,0.08107615189,0.1643098675,2019-05-21-19.0,-61,0.02662473078,-0.006559106113,0,0,1,0,7966.45,7933.362,13.13,1,2019-05-21,5,7
3269,3269,2019-05-21,20,1237,0.09604016926,0.1945506587,2019-05-21-20.0,-34,0.0302407912,0.01496401737,0,0,1,0,8022.79,7959.822,26.46,1,2019-05-21,5,8
3270,3270,2019-05-21,21,1098,0.08071958097,0.1251065816,2019-05-21-21.0,-139,-0.06944407713,-0.01532058828,0,0,1,0,7938.5,7972.37,12.548,1,2019-05-21,5,9
3271,3271,2019-05-21,22,1016,0.06216781362,0.1340369725,2019-05-21-22.0,-82,0.008930390928,-0.01855176735,0,0,1,0,7930,7965.86,-6.51,0,2019-05-21,5,10
3272,3272,2019-05-21,23,876,0.0744559346,0.1779778064,2019-05-21-23.0,-140,0.04394083385,0.01228812098,0,0,1,0,7904.87,7952.522,-13.338,0,2019-05-21,5,11
3273,3273,2019-05-22,0,918,0.06755825049,0.1246704207,2019-05-22-0.0,42,-0.05330738564,-0.006897684114,0,1,1,0,7972.91,7953.814,1.292,1,2019-05-22,5,12
3274,3274,2019-05-22,1,928,0.07575440372,0.1394717331,2019-05-22-1.0,10,0.01480131239,0.008196153235,0,1,1,0,7912.14,7931.684,-22.13,0,2019-05-22,5,1
3275,3275,2019-05-22,2,833,0.05873860113,0.1070757337,2019-05-22-2.0,-95,-0.03239599948,-0.01701580259,0,0,1,0,7926.3,7929.244,-2.44,0,2019-05-22,5,2
3276,3276,2019-05-22,3,749,0.07377376246,0.2276804871,2019-05-22-3.0,-84,0.1206047534,0.01503516133,0,0,1,0,7895.17,7922.278,-6.966,0,2019-05-22,5,3
3277,3277,2019-05-22,4,740,0.0883856788,0.1575266962,2019-05-22-4.0,-9,-0.07015379088,0.01461191634,0,0,1,0,7914.62,7924.228,1.95,1,2019-05-22,5,4
3278,3278,2019-05-22,5,691,0.07335412391,0.1310894032,2019-05-22-5.0,-49,-0.02643729302,-0.01503155489,0,0,1,0,7921.09,7913.864,-10.364,0,2019-05-22,5,5
3279,3279,2019-05-22,6,782,0.1257492021,0.1807205882,2019-05-22-6.0,91,0.04963118502,0.05239507823,0,1,1,0,7907.03,7912.842,-1.022,0,2019-05-22,5,6
3280,3280,2019-05-22,7,1072,0.09910563814,0.19729273,2019-05-22-7.0,290,0.01657214181,-0.026643564,0,1,1,0,7882.22,7904.026,-8.816,0,2019-05-22,5,7
3281,3281,2019-05-22,8,1073,0.07883002686,0.2146927074,2019-05-22-8.0,1,0.01739997739,-0.02027561128,0,1,1,0,7902.27,7905.446,1.42,1,2019-05-22,5,8
3282,3282,2019-05-22,9,914,0.09177080975,0.2177224391,2019-05-22-9.0,-159,0.003029731659,0.01294078289,0,0,1,0,7859,7894.322,-11.124,0,2019-05-22,5,9
3283,3283,2019-05-22,10,908,0.08745115692,0.201290502,2019-05-22-10.0,-6,-0.01643193704,-0.00431965283,0,0,1,0,7862.97,7882.698,-11.624,0,2019-05-22,5,10
3284,3284,2019-05-22,11,1041,0.1196608596,0.2397143852,2019-05-22-11.0,133,0.03842388319,0.03220970269,0,1,1,0,7802.31,7861.754,-20.944,0,2019-05-22,5,11
3285,3285,2019-05-22,12,1301,0.100172241,0.2905852308,2019-05-22-12.0,260,0.05087084559,-0.01948861862,0,1,1,0,7773.04,7839.918,-21.836,0,2019-05-22,5,12
3286,3286,2019-05-22,13,1552,0.08767182026,0.2018807519,2019-05-22-13.0,251,-0.08870447894,-0.01250042072,0,1,1,0,7844.59,7828.382,-11.536,0,2019-05-22,5,1
3287,3287,2019-05-22,14,1498,0.08614028805,0.2230109627,2019-05-22-14.0,-54,0.02113021082,-0.001531532215,0,0,1,0,7858.06,7828.194,-0.188,0,2019-05-22,5,2
3288,3288,2019-05-22,15,1368,0.08899321846,0.2299661511,2019-05-22-15.0,-130,0.006955188392,0.002852930415,0,0,1,0,7939.6,7843.52,15.326,1,2019-05-22,5,3
3289,3289,2019-05-22,16,1377,0.07129609397,0.1849431669,2019-05-22-16.0,9,-0.04502298421,-0.01769712449,0,1,1,0,7925.39,7868.136,24.616,1,2019-05-22,5,4
3290,3290,2019-05-22,17,1409,0.09028828989,0.1905797849,2019-05-22-17.0,32,0.005636618033,0.01899219592,0,1,1,0,7880.55,7889.638,21.502,1,2019-05-22,5,5
3291,3291,2019-05-22,18,1390,0.06069217001,0.1437284595,2019-05-22-18.0,-19,-0.0468513254,-0.02959611988,0,0,1,0,7907.71,7902.262,12.624,1,2019-05-22,5,6
3292,3292,2019-05-22,19,1282,0.1230058732,0.2243857212,2019-05-22-19.0,-108,0.08065726166,0.06231370315,0,0,1,0,7901.69,7910.988,8.726,1,2019-05-22,5,7
3293,3293,2019-05-22,20,1258,0.08485023539,0.1615034258,2019-05-22-20.0,-24,-0.0628822954,-0.03815563777,0,0,1,0,7815.42,7886.152,-24.836,0,2019-05-22,5,8
3294,3294,2019-05-22,21,1033,0.1184633438,0.1574019854,2019-05-22-21.0,-225,-0.004101440347,0.03361310842,0,0,1,0,7666.53,7834.38,-51.772,0,2019-05-22,5,9
3295,3295,2019-05-22,22,976,0.09725742638,0.1884769332,2019-05-22-22.0,-57,0.0310749478,-0.02120591743,0,0,1,0,7715.02,7801.274,-33.106,0,2019-05-22,5,10
3296,3296,2019-05-22,23,920,0.08724890904,0.167687675,2019-05-22-23.0,-56,-0.0207892582,-0.01000851734,0,0,1,0,7628.43,7745.418,-55.856,0,2019-05-22,5,11
3297,3297,2019-05-23,0,743,0.09936597398,0.1455031076,2019-05-23-0.0,-177,-0.02218456741,0.01211706495,0,0,1,0,7636.28,7692.336,-53.082,0,2019-05-23,5,12
3298,3298,2019-05-23,1,844,0.06775238571,0.1157500655,2019-05-23-1.0,101,-0.02975304214,-0.03161358828,0,1,1,0,7620.76,7653.404,-38.932,0,2019-05-23,5,1
3299,3299,2019-05-23,2,684,0.1065165165,0.2098704465,2019-05-23-2.0,-160,0.09412038102,0.03876413076,0,0,1,0,7654.96,7651.09,-2.314,0,2019-05-23,5,2
3300,3300,2019-05-23,3,632,0.1116771547,0.2057163379,2019-05-23-3.0,-52,-0.00415410856,0.005160638195,0,0,1,0,7660.98,7640.282,-10.808,0,2019-05-23,5,3
3301,3301,2019-05-23,4,646,0.0484221901,0.1106614805,2019-05-23-4.0,14,-0.0950548574,-0.06325496457,0,1,1,0,7660.6,7646.716,6.434,1,2019-05-23,5,4
3302,3302,2019-05-23,5,789,0.07198278137,0.1418902683,2019-05-23-5.0,143,0.03122878781,0.02356059128,0,1,1,0,7616.81,7642.822,-3.894,0,2019-05-23,5,5
3303,3303,2019-05-23,6,697,0.07816771858,0.1576684198,2019-05-23-6.0,-92,0.01577815146,0.006184937202,0,0,1,0,7635.3,7645.73,2.908,1,2019-05-23,5,6
3304,3304,2019-05-23,7,1043,0.06548121291,0.09631317885,2019-05-23-7.0,346,-0.06135524095,-0.01268650566,0,1,1,0,7587.89,7632.316,-13.414,0,2019-05-23,5,7
3305,3305,2019-05-23,8,837,0.09064609536,0.178033935,2019-05-23-8.0,-206,0.08172075613,0.02516488245,0,0,1,0,7553.34,7610.788,-21.528,0,2019-05-23,5,8
3306,3306,2019-05-23,9,1094,0.09245445205,0.1159276581,2019-05-23-9.0,257,-0.06210627688,0.001808356689,0,1,1,0,7589.53,7596.574,-14.214,0,2019-05-23,5,9
3307,3307,2019-05-23,10,1053,0.07778986023,0.1690103159,2019-05-23-10.0,-41,0.05308265785,-0.01466459182,0,0,1,0,7627.42,7598.696,2.122,1,2019-05-23,5,10
3308,3308,2019-05-23,11,1096,0.07641698162,0.1250648571,2019-05-23-11.0,43,-0.04394545881,-0.001372878614,0,1,1,0,7589.1,7589.456,-9.24,0,2019-05-23,5,11
3309,3309,2019-05-23,12,1137,0.08215012274,0.18925875,2019-05-23-12.0,41,0.06419389288,0.005733141118,0,1,1,0,7629.63,7597.804,8.348,1,2019-05-23,5,12
3310,3310,2019-05-23,13,1202,0.104819357,0.169133856,2019-05-23-13.0,65,-0.02012489402,0.02266923424,0,1,1,0,7658.96,7618.928,21.124,1,2019-05-23,5,1
3311,3311,2019-05-23,14,1297,0.1165620557,0.1592580934,2019-05-23-14.0,95,-0.009875762603,0.01174269876,0,1,1,0,7720.04,7645.03,26.102,1,2019-05-23,5,2
3312,3312,2019-05-23,15,1174,0.1038426323,0.1495479914,2019-05-23-15.0,-123,-0.00971010197,-0.01271942345,0,0,1,0,7754.09,7670.364,25.334,1,2019-05-23,5,3
3313,3313,2019-05-23,16,1304,0.0910134536,0.145460481,2019-05-23-16.0,130,-0.004087510422,-0.01282917868,0,1,1,0,7805.66,7713.676,43.312,1,2019-05-23,5,4
3314,3314,2019-05-23,17,1371,0.08302749443,0.1985354673,2019-05-23-17.0,67,0.05307498627,-0.007985959165,0,1,1,0,7757.33,7739.216,25.54,1,2019-05-23,5,5
3315,3315,2019-05-23,18,1311,0.09433841605,0.1545766074,2019-05-23-18.0,-60,-0.04395885989,0.01131092162,0,0,1,0,7749.67,7757.358,18.142,1,2019-05-23,5,6
3316,3316,2019-05-23,19,1162,0.0844571414,0.1302968034,2019-05-23-19.0,-149,-0.02427980401,-0.009881274642,0,0,1,0,7759.18,7765.186,7.828,1,2019-05-23,5,7
3317,3317,2019-05-23,20,1233,0.08015623184,0.1718737399,2019-05-23-20.0,71,0.04157693649,-0.004300909562,0,1,1,0,7842.64,7782.896,17.71,1,2019-05-23,5,8
3318,3318,2019-05-23,21,961,0.06681142499,0.2235753734,2019-05-23-21.0,-272,0.05170163358,-0.01334480685,0,0,1,0,7884.77,7798.718,15.822,1,2019-05-23,5,9
3319,3319,2019-05-23,22,930,0.1200284674,0.2074210299,2019-05-23-22.0,-31,-0.01615434351,0.05321704239,0,0,1,0,7868.73,7820.998,22.28,1,2019-05-23,5,10
3320,3320,2019-05-23,23,922,0.07469966375,0.1507861834,2019-05-23-23.0,-8,-0.0566348465,-0.04532880363,0,0,1,0,7851.51,7841.366,20.368,1,2019-05-23,5,11
3321,3321,2019-05-24,1,762,0.1023536842,0.1390793014,2019-05-24-1.0,-160,-0.01170688201,0.02765402047,0,0,1,0,7837.82,7860.646,-0.964,0,2019-05-24,5,1
3322,3322,2019-05-24,2,691,0.05431578505,0.1084186407,2019-05-24-2.0,-71,-0.03066066075,-0.04803789918,0,0,1,0,7828.42,7849.376,-11.27,0,2019-05-24,5,2
3323,3323,2019-05-24,3,707,0.07765448018,0.125398903,2019-05-24-3.0,16,0.01698026238,0.02333869513,0,1,1,0,7847.08,7845.046,-4.33,0,2019-05-24,5,3
3324,3324,2019-05-24,4,635,0.07789001089,0.1458559328,2019-05-24-4.0,-72,0.02045702973,0.0002355307135,0,0,1,0,7816.72,7838.088,-6.958,0,2019-05-24,5,4
3325,3325,2019-05-24,5,731,0.07147565747,0.1578743791,2019-05-24-5.0,96,0.01201844637,-0.006414353424,0,1,1,0,7817.21,7829.45,-8.638,0,2019-05-24,5,5
3326,3326,2019-05-24,6,714,0.06996901769,0.1582471456,2019-05-24-6.0,-17,0.0003727664632,-0.001506639775,0,0,1,0,7852.15,7832.316,2.866,1,2019-05-24,5,6
3327,3327,2019-05-24,7,765,0.08597472197,0.1834981946,2019-05-24-7.0,51,0.02525104902,0.01600570428,0,1,1,0,7852.27,7837.086,4.77,1,2019-05-24,5,7
3328,3328,2019-05-24,8,883,0.08893472129,0.1746712907,2019-05-24-8.0,118,-0.008826903917,0.002959999315,0,1,1,0,7925.01,7852.672,15.586,1,2019-05-24,5,8
3329,3329,2019-05-24,9,876,0.1073195587,0.1255409883,2019-05-24-9.0,-7,-0.04913030245,0.01838483738,0,0,1,0,7920.75,7873.478,20.806,1,2019-05-24,5,9
3330,3330,2019-05-24,10,982,0.09189853609,0.1414858216,2019-05-24-10.0,106,0.01594483333,-0.01542102258,0,1,1,0,7933,7896.636,23.158,1,2019-05-24,5,10
3331,3331,2019-05-24,11,1214,0.0873186074,0.1745958562,2019-05-24-11.0,232,0.03311003456,-0.004579928687,0,1,1,0,7977.95,7921.796,25.16,1,2019-05-24,5,11
3332,3332,2019-05-24,12,1205,0.09456751576,0.1557070192,2019-05-24-12.0,-9,-0.018888837,0.007248908359,0,0,1,0,7986.06,7948.554,26.758,1,2019-05-24,5,12
3333,3333,2019-05-24,13,1203,0.1005097879,0.1612690929,2019-05-24-13.0,-2,0.005562073762,0.005942272125,0,0,1,0,7933.22,7950.196,1.642,1,2019-05-24,5,1
3334,3334,2019-05-24,14,1233,0.1142091407,0.2354563333,2019-05-24-14.0,30,0.07418724039,0.01369935279,0,1,1,0,7999.98,7966.042,15.846,1,2019-05-24,5,2
3335,3335,2019-05-24,15,1370,0.1046043138,0.1901168536,2019-05-24-15.0,137,-0.04533947973,-0.009604826828,0,1,1,0,8046.06,7988.654,22.612,1,2019-05-24,5,3
3336,3336,2019-05-24,16,1258,0.1305839164,0.1636450024,2019-05-24-16.0,-112,-0.02647185118,0.02597960252,0,0,1,0,8030,7999.064,10.41,1,2019-05-24,5,4
3337,3337,2019-05-24,17,1361,0.1152556913,0.1803897896,2019-05-24-17.0,103,0.01674478717,-0.01532822505,0,1,1,0,8015.52,8004.956,5.892,1,2019-05-24,5,5
3338,3338,2019-05-24,18,1175,0.0904851956,0.1363685989,2019-05-24-18.0,-186,-0.04402119064,-0.02477049571,0,0,1,0,8022.39,8022.79,17.834,1,2019-05-24,5,6
3339,3339,2019-05-24,19,1092,0.1003500019,0.1602944534,2019-05-24-19.0,-83,0.02392585451,0.009864806329,0,0,1,0,8023.88,8027.57,4.78,1,2019-05-24,5,7
3340,3340,2019-05-24,20,1090,0.06267531653,0.1676442883,2019-05-24-20.0,-2,0.007349834875,-0.0376746854,0,0,1,0,8075.3,8033.418,5.848,1,2019-05-24,5,8
3341,3341,2019-05-24,21,1053,0.09516417383,0.1348614173,2019-05-24-21.0,-37,-0.032782871,0.0324888573,0,0,1,0,8020,8031.418,-2,0,2019-05-24,5,9
3342,3342,2019-05-24,22,895,0.1063031271,0.172033735,2019-05-24-22.0,-158,0.03717231769,0.01113895327,0,0,1,0,8010.6,8030.434,-0.984,0,2019-05-24,5,10
3343,3343,2019-05-24,23,905,0.09295081552,0.1050012204,2019-05-24-23.0,10,-0.06703251455,-0.01335231158,0,1,1,0,7964.87,8018.93,-11.504,0,2019-05-24,5,11
3344,3344,2019-05-25,0,777,0.09173397743,0.08932035128,2019-05-25-0.0,-128,-0.01568086916,-0.001216838087,0,0,1,0,7968.98,8007.95,-10.98,0,2019-05-25,5,12
3345,3345,2019-05-25,1,776,0.1114931622,0.1355506329,2019-05-25-1.0,-1,0.04623028159,0.01975918479,0,0,1,0,8011.85,7995.26,-12.69,0,2019-05-25,5,1
3346,3346,2019-05-25,2,661,0.06029204596,0.1279857136,2019-05-25-2.0,-115,-0.007564919312,-0.05120111626,0,0,1,0,8007.18,7992.696,-2.564,0,2019-05-25,5,2
3347,3347,2019-05-25,3,654,0.08248093694,0.1117536014,2019-05-25-3.0,-7,-0.01623211219,0.02218889099,0,0,1,0,7975.29,7985.634,-7.062,0,2019-05-25,5,3
3348,3348,2019-05-25,4,657,0.1109905036,0.08009493349,2019-05-25-4.0,3,-0.03165866788,0.02850956664,0,1,1,0,7984.73,7989.606,3.972,1,2019-05-25,5,4
3349,3349,2019-05-25,5,567,0.07182401343,0.1186651816,2019-05-25-5.0,-90,0.03857024813,-0.03916649015,0,0,1,0,7933.98,7982.606,-7,0,2019-05-25,5,5
3350,3350,2019-05-25,6,676,0.1022113536,0.1559824545,2019-05-25-6.0,109,0.03731727292,0.03038734019,0,1,1,0,7934.42,7967.12,-15.486,0,2019-05-25,5,6
3351,3351,2019-05-25,7,776,0.07945356999,0.2068705756,2019-05-25-7.0,100,0.05088812106,-0.02275778363,0,1,1,0,7958.93,7957.47,-9.65,0,2019-05-25,5,7
3352,3352,2019-05-25,8,649,0.07951011396,0.1207511015,2019-05-25-8.0,-127,-0.08611947405,5.65E-05,0,0,1,0,8002.36,7962.884,5.414,1,2019-05-25,5,8
3353,3353,2019-05-25,9,660,0.129195673,0.1488208277,2019-05-25-9.0,11,0.02806972617,0.04968555906,0,1,1,0,8045.18,7974.974,12.09,1,2019-05-25,5,9
3354,3354,2019-05-25,10,706,0.1279754195,0.1596440321,2019-05-25-10.0,46,0.01082320435,-0.001220253551,0,1,1,0,8049.25,7998.028,23.054,1,2019-05-25,5,10
3355,3355,2019-05-25,11,882,0.09559742319,0.1224071333,2019-05-25-11.0,176,-0.03723689879,-0.03237799627,0,1,1,0,8044.02,8019.948,21.92,1,2019-05-25,5,11
3356,3356,2019-05-25,12,834,0.08174844139,0.137274385,2019-05-25-12.0,-48,0.01486725172,-0.0138489818,0,0,1,0,8046.99,8037.56,17.612,1,2019-05-25,5,12
3357,3357,2019-05-25,13,935,0.0902965918,0.1466814884,2019-05-25-13.0,101,0.009407103455,0.008548150414,0,1,1,0,8004.29,8037.946,0.386,1,2019-05-25,5,1
3358,3358,2019-05-25,14,1001,0.1190536265,0.124527724,2019-05-25-14.0,66,-0.02215376442,0.02875703467,0,1,1,0,8030,8034.91,-3.036,0,2019-05-25,5,2
3359,3359,2019-05-25,15,1016,0.1151281391,0.1969087012,2019-05-25-15.0,15,0.07238097717,-0.003925487415,0,1,1,0,8017.39,8028.538,-6.372,0,2019-05-25,5,3
3360,3360,2019-05-25,16,898,0.07670451218,0.1057580639,2019-05-25-16.0,-118,-0.09115063733,-0.03842362688,0,0,1,0,8005.51,8020.836,-7.702,0,2019-05-25,5,4
3361,3361,2019-05-25,17,926,0.1117819672,0.1408733773,2019-05-25-17.0,28,0.03511531342,0.03507745506,0,1,1,0,8007.85,8013.008,-7.828,0,2019-05-25,5,5
3362,3362,2019-05-25,18,898,0.08101765418,0.1556060264,2019-05-25-18.0,-28,0.01473264909,-0.03076431307,0,0,1,0,7993.42,8010.834,-2.174,0,2019-05-25,5,6
3363,3363,2019-05-25,19,844,0.07904603286,0.148637464,2019-05-25-19.0,-54,-0.006968562353,-0.00197162132,0,0,1,0,7967.77,7998.388,-12.446,0,2019-05-25,5,7
3364,3364,2019-05-25,20,790,0.06393921308,0.2077179435,2019-05-25-20.0,-54,0.05908047944,-0.01510681978,0,0,1,0,8002.24,7995.358,-3.03,0,2019-05-25,5,8
3365,3365,2019-05-25,21,855,0.09047223941,0.2132994424,2019-05-25-21.0,65,0.005581498977,0.02653302634,0,1,1,0,8010,7996.256,0.898,1,2019-05-25,5,9
3366,3366,2019-05-25,22,726,0.07804210486,0.193114232,2019-05-25-22.0,-129,-0.02018521041,-0.01243013455,0,0,1,0,8050,8004.686,8.43,1,2019-05-25,5,10
3367,3367,2019-05-25,23,681,0.09184213039,0.1447240724,2019-05-25-23.0,-45,-0.04839015958,0.01380002553,0,0,1,0,8025.41,8011.084,6.398,1,2019-05-25,5,11
3368,3368,2019-05-26,0,690,0.04596574542,0.156750221,2019-05-26-0.0,9,0.0120261486,-0.04587638497,0,1,1,0,8020.02,8021.534,10.45,1,2019-05-26,5,12
3369,3369,2019-05-26,1,597,0.1195255572,0.2221820765,2019-05-26-1.0,-93,0.06543185543,0.07355981177,0,0,1,0,8004.06,8021.898,0.364,1,2019-05-26,5,1
3370,3370,2019-05-26,2,660,0.1058810767,0.1530889882,2019-05-26-2.0,63,-0.06909308823,-0.01364448048,0,1,1,0,7979.38,8015.774,-6.124,0,2019-05-26,5,2
3371,3371,2019-05-26,3,599,0.0982107417,0.2044964628,2019-05-26-3.0,-61,0.05140747456,-0.007670335003,0,0,1,0,7965,7998.774,-17,0,2019-05-26,5,3
3372,3372,2019-05-26,4,559,0.1231511306,0.1523535571,2019-05-26-4.0,-40,-0.0521429057,0.02494038889,0,0,1,0,7989.81,7991.654,-7.12,0,2019-05-26,5,4
3373,3373,2019-05-26,5,632,0.09492326681,0.1653602561,2019-05-26-5.0,73,0.01300669905,-0.02822786378,0,1,1,0,7964.98,7980.646,-11.008,0,2019-05-26,5,5
3374,3374,2019-05-26,6,576,0.1059264298,0.1956427592,2019-05-26-6.0,-56,0.03028250306,0.01100316304,0,0,1,0,7970.1,7973.854,-6.792,0,2019-05-26,5,6
3375,3375,2019-05-26,7,718,0.08861302701,0.1475434434,2019-05-26-7.0,142,-0.0480993158,-0.01731340284,0,1,1,0,7969.79,7971.936,-1.918,0,2019-05-26,5,7
3376,3376,2019-05-26,8,555,0.1052692724,0.2133566253,2019-05-26-8.0,-163,0.06581318192,0.01665624542,0,0,1,0,7980.73,7975.082,3.146,1,2019-05-26,5,8
3377,3377,2019-05-26,9,592,0.07160633848,0.124928158,2019-05-26-9.0,37,-0.08842846735,-0.03366293395,0,1,1,0,7963.87,7969.894,-5.188,0,2019-05-26,5,9
3378,3378,2019-05-26,10,705,0.1347301036,0.2380711552,2019-05-26-10.0,113,0.1131429972,0.06312376511,0,1,1,0,7955.88,7968.074,-1.82,0,2019-05-26,5,10
3379,3379,2019-05-26,11,802,0.1024979743,0.1755024818,2019-05-26-11.0,97,-0.06256867337,-0.03223212932,0,1,1,0,7907.98,7955.65,-12.424,0,2019-05-26,5,11
3380,3380,2019-05-26,12,788,0.06657036527,0.1555531982,2019-05-26-12.0,-14,-0.01994928359,-0.035927609,0,0,1,0,7928.4,7947.372,-8.278,0,2019-05-26,5,12
3381,3381,2019-05-26,13,891,0.06887968741,0.1699612041,2019-05-26-13.0,103,0.01440800593,0.002309322133,0,1,1,0,7967.11,7944.648,-2.724,0,2019-05-26,5,1
3382,3382,2019-05-26,14,895,0.0968807946,0.1691629656,2019-05-26-14.0,4,-0.0007982384831,0.02800110719,0,1,1,0,7980.86,7948.046,3.398,1,2019-05-26,5,2
3383,3383,2019-05-26,15,884,0.1308254955,0.165933193,2019-05-26-15.0,-11,-0.00322977266,0.03394470093,0,0,1,0,7983.18,7953.506,5.46,1,2019-05-26,5,3
3384,3384,2019-05-26,16,887,0.08824227838,0.2139538521,2019-05-26-16.0,3,0.04802065909,-0.04258321715,0,1,1,0,7967.93,7965.496,11.99,1,2019-05-26,5,4
3385,3385,2019-05-26,17,903,0.1135915719,0.1760725675,2019-05-26-17.0,16,-0.03788128462,0.02534929353,0,1,1,0,7962.66,7972.348,6.852,1,2019-05-26,5,5
3386,3386,2019-05-26,18,911,0.07460801009,0.145365735,2019-05-26-18.0,8,-0.03070683247,-0.03898356182,0,1,1,0,7990.2,7976.966,4.618,1,2019-05-26,5,6
3387,3387,2019-05-26,19,1306,0.1054306034,0.1513842541,2019-05-26-19.0,395,0.006018519111,0.03082259328,0,1,1,0,8480,8076.794,99.828,1,2019-05-26,5,7
3388,3388,2019-05-26,20,1733,0.09050126185,0.1324284423,2019-05-26-20.0,427,-0.0189558118,-0.01492934152,0,1,1,0,8482.02,8176.562,99.768,1,2019-05-26,5,8
3389,3389,2019-05-26,21,1171,0.1337906141,0.1768557939,2019-05-26-21.0,-562,0.04442735156,0.04328935227,0,0,1,0,8575.64,8298.104,121.542,1,2019-05-26,5,9
3390,3390,2019-05-26,22,1027,0.09563025753,0.1940719566,2019-05-26-22.0,-144,0.01721616274,-0.03816035659,0,0,1,0,8595.95,8424.762,126.658,1,2019-05-26,5,10
3391,3391,2019-05-26,23,928,0.08793491352,0.1673402737,2019-05-26-23.0,-99,-0.02673168288,-0.00769534401,0,0,1,0,8614.43,8549.608,124.846,1,2019-05-26,5,11
3392,3392,2019-05-27,0,990,0.08101212449,0.1882225476,2019-05-27-0.0,62,0.02088227391,-0.006922789034,0,1,1,0,8777.16,8609.04,59.432,1,2019-05-27,5,12
3393,3393,2019-05-27,1,1024,0.05581828128,0.08810106908,2019-05-27-1.0,34,-0.1001214786,-0.02519384321,0,1,1,0,8732.52,8659.14,50.1,1,2019-05-27,5,1
3394,3394,2019-05-27,2,912,0.07578984928,0.1254968484,2019-05-27-2.0,-112,0.03739577929,0.01997156801,0,0,1,0,8640.01,8672.014,12.874,1,2019-05-27,5,2
3395,3395,2019-05-27,3,905,0.06923279271,0.1256664217,2019-05-27-3.0,-7,0.0001695733107,-0.00655705657,0,0,1,0,8664.56,8685.736,13.722,1,2019-05-27,5,3
3396,3396,2019-05-27,4,759,0.1118221308,0.1512089343,2019-05-27-4.0,-146,0.02554251267,0.0425893381,0,0,1,0,8624,8687.65,1.914,1,2019-05-27,5,4
3397,3397,2019-05-27,5,876,0.08533680165,0.1256551397,2019-05-27-5.0,117,-0.02555379466,-0.02648532917,0,1,1,0,8649.32,8662.082,-25.568,0,2019-05-27,5,5
3398,3398,2019-05-27,6,970,0.1084792745,0.2487056453,2019-05-27-6.0,94,0.1230505056,0.02314247289,0,1,1,0,8683.52,8652.282,-9.8,0,2019-05-27,5,6
3399,3399,2019-05-27,7,1047,0.0859569873,0.08357234929,2019-05-27-7.0,77,-0.165133296,-0.02252228723,0,1,1,0,8696.03,8663.486,11.204,1,2019-05-27,5,7
3400,3400,2019-05-27,8,972,0.07964043322,0.1257330319,2019-05-27-8.0,-75,0.04216068257,-0.006316554088,0,0,1,0,8652.39,8661.052,-2.434,0,2019-05-27,5,8
3401,3401,2019-05-27,9,1012,0.0798280594,0.1764823965,2019-05-27-9.0,40,0.05074936468,0.0001876261882,0,1,1,0,8686.66,8673.584,12.532,1,2019-05-27,5,9
3402,3402,2019-05-27,10,1027,0.1195435923,0.1992071075,2019-05-27-10.0,15,0.02272471098,0.03971553288,0,1,1,0,8706.43,8685.006,11.422,1,2019-05-27,5,10
3403,3403,2019-05-27,11,1119,0.1164646833,0.218589469,2019-05-27-11.0,92,0.01938236144,-0.003078909003,0,1,1,0,8686.99,8685.7,0.694,1,2019-05-27,5,11
3404,3404,2019-05-27,12,1260,0.142920207,0.1460077652,2019-05-27-12.0,141,-0.07258170378,0.02645552372,0,1,1,0,8779.48,8702.39,16.69,1,2019-05-27,5,12
3405,3405,2019-05-27,13,1345,0.1077648662,0.2110833475,2019-05-27-13.0,85,0.06507558233,-0.03515534077,0,1,1,0,8764.36,8724.784,22.394,1,2019-05-27,5,1
3406,3406,2019-05-27,14,1390,0.1167754265,0.1785555922,2019-05-27-14.0,45,-0.03252775537,0.00901056022,0,1,1,0,8761.87,8739.826,15.042,1,2019-05-27,5,2
3407,3407,2019-05-27,15,1383,0.0709242124,0.1616256881,2019-05-27-15.0,-7,-0.01692990407,-0.04585121405,0,0,1,0,8799,8758.34,18.514,1,2019-05-27,5,3
